Time resolution is 1 ps
clock_counter=       1022, di_re=01111111101000, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1023, di_re=01111111101100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1024, di_re=01111111101111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1025, di_re=01111111110010, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1026, di_re=01111111110101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1027, di_re=01111111110111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1028, di_re=01111111111001, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1029, di_re=01111111111011, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1030, di_re=01111111111100, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1031, di_re=01111111111101, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1032, di_re=01111111111110, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1033, di_re=01111111111111, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1034, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1035, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1036, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1037, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1038, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1039, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1040, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1041, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1042, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1043, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1044, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1045, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1046, di_re=xxxxxxxxxxxxxx, do_re=xxxxxxxxxxxxxx, do_im=xxxxxxxxxxxxxx
clock_counter=       1047, di_re=xxxxxxxxxxxxxx, do_re=11111111111111, do_im=00000000000000
clock_counter=       1048, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1049, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1050, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1051, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1052, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1053, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1054, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1055, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1056, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1057, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1058, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1059, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1060, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1061, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1062, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1063, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1064, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1065, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1066, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1067, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1068, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1069, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1070, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1071, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1072, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1073, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1074, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1075, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1076, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1077, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1078, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1079, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1080, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1081, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1082, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1083, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1084, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1085, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1086, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1087, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1088, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1089, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1090, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1091, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1092, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1093, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1094, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1095, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1096, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1097, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1098, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1099, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1100, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1101, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1102, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1103, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1104, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1105, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1106, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1107, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1108, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1109, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1110, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1111, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1112, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1113, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1114, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1115, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1116, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1117, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1118, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1119, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1120, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1121, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1122, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1123, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1124, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1125, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1126, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1127, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1128, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1129, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1130, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1131, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1132, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1133, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1134, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1135, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1136, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1137, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1138, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1139, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1140, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1141, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1142, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1143, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1144, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1145, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1146, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1147, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1148, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1149, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1150, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1151, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1152, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1153, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1154, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1155, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1156, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1157, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1158, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1159, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1160, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1161, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1162, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1163, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1164, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1165, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1166, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1167, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1168, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1169, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1170, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1171, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1172, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1173, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1174, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1175, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1176, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1177, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1178, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1179, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1180, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1181, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1182, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1183, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1184, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1185, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1186, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1187, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1188, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1189, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1190, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1191, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1192, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1193, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1194, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1195, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1196, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1197, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1198, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1199, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1200, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1201, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1202, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1203, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1204, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1205, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1206, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1207, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1208, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1209, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1210, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1211, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1212, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1213, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1214, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1215, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1216, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1217, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1218, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1219, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1220, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1221, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1222, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1223, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1224, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1225, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1226, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1227, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1228, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1229, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1230, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1231, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1232, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1233, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1234, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1235, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1236, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1237, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1238, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1239, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1240, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1241, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1242, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1243, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1244, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1245, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1246, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1247, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1248, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1249, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1250, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1251, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1252, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1253, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1254, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1255, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1256, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1257, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1258, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1259, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1260, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1261, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1262, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1263, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1264, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1265, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1266, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1267, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1268, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1269, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1270, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1271, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1272, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1273, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1274, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1275, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1276, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1277, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1278, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1279, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1280, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1281, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1282, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1283, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1284, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1285, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1286, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1287, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1288, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1289, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1290, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1291, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1292, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1293, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1294, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1295, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1296, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1297, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1298, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
clock_counter=       1299, di_re=xxxxxxxxxxxxxx, do_re=00000000000000, do_im=00000000000000
